epochs;LSTMLayers;LSTMDims;ReLULayers;ReLUDims;L2;totalAcc;f1;For;Against;Neutral
70;2;200;3;100;0,0001;0,3833;0,1847;0;0;1
70;2;200;3;100;0,0003;0,3833;0,1847;0;0;1
30;2;200;3;200;0;0,3833;0,1847;0;0;1
30;2;200;3;200;0,0001;0,3833;0,1847;0;0;1
30;2;200;3;200;0,0003;0,3833;0,1847;0;0;1
50;2;200;3;200;0;0,3833;0,1847;0;0;1
50;2;200;3;200;0,0001;0,3833;0,1847;0;0;1
50;2;200;3;200;0,0003;0,3833;0,1847;0;0;1
70;2;200;3;200;0;0,3833;0,1847;0;0;1
70;2;200;3;200;0,0001;0,3833;0,1847;0;0;1
70;2;200;3;200;0,0003;0,3833;0,1847;0;0;1
30;3;50;1;50;0;0,3833;0,1847;0;0;1
30;3;50;1;50;0,0001;0,3833;0,1847;0;0;1
30;3;50;1;50;0,0003;0,3833;0,1847;0;0;1
50;3;50;1;50;0;0,3833;0,1847;0;0;1
50;3;50;1;50;0,0001;0,3833;0,1847;0;0;1
50;3;50;1;50;0,0003;0,3833;0,1847;0;0;1
70;3;50;1;50;0;0,3833;0,1847;0;0;1
70;3;50;1;50;0,0001;0,3833;0,1847;0;0;1
70;3;50;1;50;0,0003;0,3833;0,1847;0;0;1
30;3;50;1;100;0;0,3833;0,1847;0;0;1
30;3;50;1;100;0,0001;0,3833;0,1847;0;0;1
30;3;50;1;100;0,0003;0,3833;0,1847;0;0;1
50;3;50;1;100;0;0,3833;0,1847;0;0;1
50;3;50;1;100;0,0001;0,3833;0,1847;0;0;1
50;3;50;1;100;0,0003;0,3833;0,1847;0;0;1
70;3;50;1;100;0;0,3833;0,1847;0;0;1
70;3;50;1;100;0,0001;0,3833;0,1847;0;0;1
70;3;50;1;100;0,0003;0,3833;0,1847;0;0;1
30;3;50;1;200;0;0,3833;0,1847;0;0;1
30;3;50;1;200;0,0001;0,3833;0,1847;0;0;1
30;3;50;1;200;0,0003;0,3833;0,1847;0;0;1
50;3;50;1;200;0;0,3833;0,1847;0;0;1
50;3;50;1;200;0,0001;0,3833;0,1847;0;0;1
50;3;50;1;200;0,0003;0,3833;0,1847;0;0;1
70;3;50;1;200;0;0,3833;0,1847;0;0;1
70;3;50;1;200;0,0001;0,3833;0,1847;0;0;1
70;3;50;1;200;0,0003;0,3833;0,1847;0;0;1
30;3;50;2;50;0;0,3833;0,1847;0;0;1
30;3;50;2;50;0,0001;0,3833;0,1847;0;0;1
30;3;50;2;50;0,0003;0,3833;0,1847;0;0;1
50;3;50;2;50;0;0,3833;0,1847;0;0;1
50;3;50;2;50;0,0001;0,3833;0,1847;0;0;1
50;3;50;2;50;0,0003;0,3833;0,1847;0;0;1
70;3;50;2;50;0;0,3833;0,1847;0;0;1
70;3;50;2;50;0,0001;0,3833;0,1847;0;0;1
70;3;50;2;50;0,0003;0,3833;0,1847;0;0;1
30;3;50;2;100;0;0,3833;0,1847;0;0;1
30;3;50;2;100;0,0001;0,3833;0,1847;0;0;1
30;3;50;2;100;0,0003;0,3833;0,1847;0;0;1
50;3;50;2;100;0;0,3833;0,1847;0;0;1
50;3;50;2;100;0,0001;0,3833;0,1847;0;0;1
50;3;50;2;100;0,0003;0,3833;0,1847;0;0;1
70;3;50;2;100;0;0,3833;0,1847;0;0;1
70;3;50;2;100;0,0001;0,3833;0,1847;0;0;1
70;3;50;2;100;0,0003;0,3833;0,1847;0;0;1
30;3;50;2;200;0;0,3833;0,1847;0;0;1
30;3;50;2;200;0,0001;0,3833;0,1847;0;0;1
30;3;50;2;200;0,0003;0,3833;0,1847;0;0;1
50;3;50;2;200;0;0,3833;0,1847;0;0;1
50;3;50;2;200;0,0001;0,3833;0,1847;0;0;1
50;3;50;2;200;0,0003;0,3833;0,1847;0;0;1
70;3;50;2;200;0;0,3833;0,1847;0;0;1
70;3;50;2;200;0,0001;0,3833;0,1847;0;0;1
70;3;50;2;200;0,0003;0,3833;0,1847;0;0;1
30;3;50;3;50;0;0,3833;0,1847;0;0;1
30;3;50;3;50;0,0001;0,3833;0,1847;0;0;1
30;3;50;3;50;0,0003;0,3833;0,1847;0;0;1
50;3;50;3;50;0;0,3833;0,1847;0;0;1
50;3;50;3;50;0,0001;0,3833;0,1847;0;0;1
50;3;50;3;50;0,0003;0,3833;0,1847;0;0;1
70;3;50;3;50;0;0,3833;0,1847;0;0;1
70;3;50;3;50;0,0001;0,3833;0,1847;0;0;1
70;3;50;3;50;0,0003;0,3833;0,1847;0;0;1
30;3;50;3;100;0;0,3833;0,1847;0;0;1
30;3;50;3;100;0,0001;0,3833;0,1847;0;0;1
30;3;50;3;100;0,0003;0,3833;0,1847;0;0;1
50;3;50;3;100;0;0,3833;0,1847;0;0;1
50;3;50;3;100;0,0001;0,3833;0,1847;0;0;1
50;3;50;3;100;0,0003;0,3833;0,1847;0;0;1
70;3;50;3;100;0;0,3833;0,1847;0;0;1
70;3;50;3;100;0,0001;0,3833;0,1847;0;0;1
70;3;50;3;100;0,0003;0,3833;0,1847;0;0;1
30;3;50;3;200;0;0,3833;0,1847;0;0;1
30;3;50;3;200;0,0001;0,3833;0,1847;0;0;1
30;3;50;3;200;0,0003;0,3833;0,1847;0;0;1
50;3;50;3;200;0;0,3833;0,1847;0;0;1
50;3;50;3;200;0,0001;0,3833;0,1847;0;0;1
50;3;50;3;200;0,0003;0,3833;0,1847;0;0;1
70;3;50;3;200;0;0,3833;0,1847;0;0;1
70;3;50;3;200;0,0001;0,3833;0,1847;0;0;1
70;3;50;3;200;0,0003;0,3833;0,1847;0;0;1
30;3;100;1;50;0;0,3833;0,1847;0;0;1
30;3;100;1;50;0,0001;0,3833;0,1847;0;0;1
30;3;100;1;50;0,0003;0,3833;0,1847;0;0;1
50;3;100;1;50;0;0,3833;0,1847;0;0;1
50;3;100;1;50;0,0001;0,3833;0,1847;0;0;1
50;3;100;1;50;0,0003;0,3833;0,1847;0;0;1
70;3;100;1;50;0;0,3833;0,1847;0;0;1
70;3;100;1;50;0,0001;0,3833;0,1847;0;0;1
70;3;100;1;50;0,0003;0,3833;0,1847;0;0;1
30;3;100;1;100;0;0,3833;0,1847;0;0;1
30;3;100;1;100;0,0001;0,3833;0,1847;0;0;1
30;3;100;1;100;0,0003;0,3833;0,1847;0;0;1
50;3;100;1;100;0;0,3833;0,1847;0;0;1
50;3;100;1;100;0,0001;0,3833;0,1847;0;0;1
50;3;100;1;100;0,0003;0,3833;0,1847;0;0;1
70;3;100;1;100;0;0,3833;0,1847;0;0;1
70;3;100;1;100;0,0001;0,3833;0,1847;0;0;1
70;3;100;1;100;0,0003;0,3833;0,1847;0;0;1
30;3;100;1;200;0;0,3833;0,1847;0;0;1
30;3;100;1;200;0,0001;0,3833;0,1847;0;0;1
30;3;100;1;200;0,0003;0,3833;0,1847;0;0;1
50;3;100;1;200;0;0,3833;0,1847;0;0;1
50;3;100;1;200;0,0001;0,3833;0,1847;0;0;1
50;3;100;1;200;0,0003;0,3833;0,1847;0;0;1
70;3;100;1;200;0;0,3833;0,1847;0;0;1
70;3;100;1;200;0,0001;0,3833;0,1847;0;0;1
70;3;100;1;200;0,0003;0,3833;0,1847;0;0;1
30;3;100;2;50;0;0,3833;0,1847;0;0;1
30;3;100;2;50;0,0001;0,3833;0,1847;0;0;1
30;3;100;2;50;0,0003;0,3833;0,1847;0;0;1
50;3;100;2;50;0;0,3833;0,1847;0;0;1
50;3;100;2;50;0,0001;0,3833;0,1847;0;0;1
50;3;100;2;50;0,0003;0,3833;0,1847;0;0;1
70;3;100;2;50;0;0,3833;0,1847;0;0;1
70;3;100;2;50;0,0001;0,3833;0,1847;0;0;1
70;3;100;2;50;0,0003;0,3833;0,1847;0;0;1
30;3;100;2;100;0;0,3833;0,1847;0;0;1
30;3;100;2;100;0,0001;0,3833;0,1847;0;0;1
30;3;100;2;100;0,0003;0,3833;0,1847;0;0;1
50;3;100;2;100;0;0,3833;0,1847;0;0;1
50;3;100;2;100;0,0001;0,3833;0,1847;0;0;1
50;3;100;2;100;0,0003;0,3833;0,1847;0;0;1
70;3;100;2;100;0;0,3833;0,1847;0;0;1
70;3;100;2;100;0,0001;0,3833;0,1847;0;0;1
70;3;100;2;100;0,0003;0,3833;0,1847;0;0;1
30;3;100;2;200;0;0,3833;0,1847;0;0;1
30;3;100;2;200;0,0001;0,3833;0,1847;0;0;1
30;3;100;2;200;0,0003;0,3833;0,1847;0;0;1
50;3;100;2;200;0;0,3833;0,1847;0;0;1
50;3;100;2;200;0,0001;0,3833;0,1847;0;0;1
50;3;100;2;200;0,0003;0,3833;0,1847;0;0;1
70;3;100;2;200;0;0,3833;0,1847;0;0;1
70;3;100;2;200;0,0001;0,3833;0,1847;0;0;1
70;3;100;2;200;0,0003;0,3833;0,1847;0;0;1
30;3;100;3;50;0;0,3833;0,1847;0;0;1
30;3;100;3;50;0,0001;0,3833;0,1847;0;0;1
30;3;100;3;50;0,0003;0,3833;0,1847;0;0;1
50;3;100;3;50;0;0,3833;0,1847;0;0;1
50;3;100;3;50;0,0001;0,3833;0,1847;0;0;1
50;3;100;3;50;0,0003;0,3833;0,1847;0;0;1
70;3;100;3;50;0;0,3833;0,1847;0;0;1
70;3;100;3;50;0,0001;0,3833;0,1847;0;0;1
70;3;100;3;50;0,0003;0,3833;0,1847;0;0;1
30;3;100;3;100;0;0,3833;0,1847;0;0;1
30;3;100;3;100;0,0001;0,3833;0,1847;0;0;1
30;3;100;3;100;0,0003;0,3833;0,1847;0;0;1
50;3;100;3;100;0;0,3833;0,1847;0;0;1
50;3;100;3;100;0,0001;0,3833;0,1847;0;0;1
50;3;100;3;100;0,0003;0,3833;0,1847;0;0;1
70;3;100;3;100;0;0,3833;0,1847;0;0;1
70;3;100;3;100;0,0001;0,3833;0,1847;0;0;1
70;3;100;3;100;0,0003;0,3833;0,1847;0;0;1
30;3;100;3;200;0;0,3833;0,1847;0;0;1
30;3;100;3;200;0,0001;0,3833;0,1847;0;0;1
30;3;100;3;200;0,0003;0,3833;0,1847;0;0;1
50;3;100;3;200;0;0,3833;0,1847;0;0;1
50;3;100;3;200;0,0001;0,3833;0,1847;0;0;1
50;3;100;3;200;0,0003;0,3833;0,1847;0;0;1
70;3;100;3;200;0;0,3833;0,1847;0;0;1
70;3;100;3;200;0,0001;0,3833;0,1847;0;0;1
70;3;100;3;200;0,0003;0,3833;0,1847;0;0;1
30;3;200;1;50;0;0,3833;0,1847;0;0;1
30;3;200;1;50;0,0001;0,3833;0,1847;0;0;1
30;3;200;1;50;0,0003;0,3833;0,1847;0;0;1
50;3;200;1;50;0;0,3833;0,1847;0;0;1
50;3;200;1;50;0,0001;0,3833;0,1847;0;0;1
50;3;200;1;50;0,0003;0,3833;0,1847;0;0;1
70;3;200;1;50;0;0,3833;0,1847;0;0;1
70;3;200;1;50;0,0001;0,3833;0,1847;0;0;1
70;3;200;1;50;0,0003;0,3833;0,1847;0;0;1
30;3;200;1;100;0;0,3833;0,1847;0;0;1
30;3;200;1;100;0,0001;0,3833;0,1847;0;0;1
30;3;200;1;100;0,0003;0,3833;0,1847;0;0;1
50;3;200;1;100;0;0,3833;0,1847;0;0;1
50;3;200;1;100;0,0001;0,3833;0,1847;0;0;1
50;3;200;1;100;0,0003;0,3833;0,1847;0;0;1
70;3;200;1;100;0;0,3833;0,1847;0;0;1
70;3;200;1;100;0,0001;0,3833;0,1847;0;0;1
70;3;200;1;100;0,0003;0,3833;0,1847;0;0;1
30;3;200;1;200;0;0,3833;0,1847;0;0;1
30;3;200;1;200;0,0001;0,3833;0,1847;0;0;1
30;3;200;1;200;0,0003;0,3833;0,1847;0;0;1
50;3;200;1;200;0;0,3833;0,1847;0;0;1
50;3;200;1;200;0,0001;0,3833;0,1847;0;0;1
50;3;200;1;200;0,0003;0,3833;0,1847;0;0;1
70;3;200;1;200;0;0,3833;0,1847;0;0;1
70;3;200;1;200;0,0001;0,3833;0,1847;0;0;1
70;3;200;1;200;0,0003;0,3833;0,1847;0;0;1
30;3;200;2;50;0;0,3833;0,1847;0;0;1
30;3;200;2;50;0,0001;0,3833;0,1847;0;0;1
30;3;200;2;50;0,0003;0,3833;0,1847;0;0;1
50;3;200;2;50;0;0,3833;0,1847;0;0;1
50;3;200;2;50;0,0001;0,3833;0,1847;0;0;1
50;3;200;2;50;0,0003;0,3833;0,1847;0;0;1
70;3;200;2;50;0;0,3833;0,1847;0;0;1
70;3;200;2;50;0,0001;0,3833;0,1847;0;0;1
70;3;200;2;50;0,0003;0,3833;0,1847;0;0;1
30;3;200;2;100;0;0,3833;0,1847;0;0;1
30;3;200;2;100;0,0001;0,3833;0,1847;0;0;1
30;3;200;2;100;0,0003;0,3833;0,1847;0;0;1
50;3;200;2;100;0;0,3833;0,1847;0;0;1
50;3;200;2;100;0,0001;0,3833;0,1847;0;0;1
50;3;200;2;100;0,0003;0,3833;0,1847;0;0;1
70;3;200;2;100;0;0,3833;0,1847;0;0;1
70;3;200;2;100;0,0001;0,3833;0,1847;0;0;1
70;3;200;2;100;0,0003;0,3833;0,1847;0;0;1
30;3;200;2;200;0;0,3833;0,1847;0;0;1
30;3;200;2;200;0,0001;0,3833;0,1847;0;0;1
30;3;200;2;200;0,0003;0,3833;0,1847;0;0;1
50;3;200;2;200;0;0,3833;0,1847;0;0;1
50;3;200;2;200;0,0001;0,3833;0,1847;0;0;1
50;3;200;2;200;0,0003;0,3833;0,1847;0;0;1
70;3;200;2;200;0;0,3833;0,1847;0;0;1
70;3;200;2;200;0,0001;0,3833;0,1847;0;0;1
70;3;200;2;200;0,0003;0,3833;0,1847;0;0;1
30;3;200;3;50;0;0,3833;0,1847;0;0;1
30;3;200;3;50;0,0001;0,3833;0,1847;0;0;1
30;3;200;3;50;0,0003;0,3833;0,1847;0;0;1
50;3;200;3;50;0;0,3833;0,1847;0;0;1
50;3;200;3;50;0,0001;0,3833;0,1847;0;0;1
50;3;200;3;50;0,0003;0,3833;0,1847;0;0;1
70;3;200;3;50;0;0,3833;0,1847;0;0;1
70;3;200;3;50;0,0001;0,3833;0,1847;0;0;1
70;3;200;3;50;0,0003;0,3833;0,1847;0;0;1
30;3;200;3;100;0;0,3833;0,1847;0;0;1
30;3;200;3;100;0,0001;0,3833;0,1847;0;0;1
30;3;200;3;100;0,0003;0,3833;0,1847;0;0;1
50;3;200;3;100;0;0,3833;0,1847;0;0;1
50;3;200;3;100;0,0001;0,3833;0,1847;0;0;1
50;3;200;3;100;0,0003;0,3833;0,1847;0;0;1
70;3;200;3;100;0;0,3833;0,1847;0;0;1
70;3;200;3;100;0,0001;0,3833;0,1847;0;0;1
70;3;200;3;100;0,0003;0,3833;0,1847;0;0;1
30;3;200;3;200;0;0,3833;0,1847;0;0;1
30;3;200;3;200;0,0001;0,3833;0,1847;0;0;1
30;3;200;3;200;0,0003;0,3833;0,1847;0;0;1
50;3;200;3;200;0;0,3833;0,1847;0;0;1
50;3;200;3;200;0,0001;0,3833;0,1847;0;0;1
50;3;200;3;200;0,0003;0,3833;0,1847;0;0;1
70;3;200;3;200;0;0,3833;0,1847;0;0;1
70;3;200;3;200;0,0001;0,3833;0,1847;0;0;1
70;3;200;3;200;0,0003;0,3833;0,1847;0;0;1
100;1;50;1;50;0;0,3833;0,1847;0;0;1
100;1;50;1;50;0,0001;0,3833;0,1847;0;0;1
100;1;50;1;50;0,0003;0,3833;0,1847;0;0;1
100;1;50;1;100;0,0003;0,3833;0,1847;0;0;1
100;1;50;2;50;0,0001;0,3833;0,1847;0;0;1
100;1;50;2;50;0,0003;0,3833;0,1847;0;0;1
100;1;50;2;100;0,0001;0,3833;0,1847;0;0;1
100;1;50;2;100;0,0003;0,3833;0,1847;0;0;1
100;1;50;2;200;0;0,3833;0,1847;0;0;1
100;1;50;3;50;0;0,3833;0,1847;0;0;1
100;1;50;3;50;0,0001;0,3833;0,1847;0;0;1
100;1;50;3;50;0,0003;0,3833;0,1847;0;0;1
100;1;50;3;100;0;0,3833;0,1847;0;0;1
100;1;50;3;100;0,0001;0,3833;0,1847;0;0;1
100;1;50;3;100;0,0003;0,3833;0,1847;0;0;1
100;1;50;3;200;0;0,3833;0,1847;0;0;1
100;1;50;3;200;0,0001;0,3833;0,1847;0;0;1
100;1;50;3;200;0,0003;0,3833;0,1847;0;0;1
100;1;100;1;50;0;0,3833;0,1847;0;0;1
100;1;100;1;50;0,0003;0,3833;0,1847;0;0;1
100;1;100;1;100;0;0,3833;0,1847;0;0;1
100;1;100;1;100;0,0001;0,3833;0,1847;0;0;1
100;1;100;1;100;0,0003;0,3833;0,1847;0;0;1
100;1;100;2;50;0;0,3833;0,1847;0;0;1
100;1;100;2;50;0,0001;0,3833;0,1847;0;0;1
100;1;100;2;50;0,0003;0,3833;0,1847;0;0;1
100;1;100;2;100;0;0,3833;0,1847;0;0;1
100;1;100;2;100;0,0001;0,3833;0,1847;0;0;1
100;1;100;2;100;0,0003;0,3833;0,1847;0;0;1
100;1;100;2;200;0;0,3833;0,1847;0;0;1
100;1;100;2;200;0,0001;0,3833;0,1847;0;0;1
100;1;100;2;200;0,0003;0,3833;0,1847;0;0;1
100;1;100;3;50;0;0,3833;0,1847;0;0;1
100;1;100;3;50;0,0001;0,3833;0,1847;0;0;1
100;1;100;3;50;0,0003;0,3833;0,1847;0;0;1
100;1;100;3;100;0;0,3833;0,1847;0;0;1
100;1;100;3;100;0,0001;0,3833;0,1847;0;0;1
100;1;100;3;100;0,0003;0,3833;0,1847;0;0;1
100;1;100;3;200;0;0,3833;0,1847;0;0;1
100;1;100;3;200;0,0001;0,3833;0,1847;0;0;1
100;1;100;3;200;0,0003;0,3833;0,1847;0;0;1
100;1;200;1;50;0;0,3833;0,1847;0;0;1
100;1;200;1;50;0,0001;0,3833;0,1847;0;0;1
100;1;200;1;50;0,0003;0,3833;0,1847;0;0;1
100;1;200;1;100;0;0,3833;0,1847;0;0;1
100;1;200;1;100;0,0001;0,3833;0,1847;0;0;1
100;1;200;1;100;0,0003;0,3833;0,1847;0;0;1
100;1;200;1;200;0,0001;0,3833;0,1847;0;0;1
100;1;200;1;200;0,0003;0,3833;0,1847;0;0;1
100;1;200;2;50;0;0,3833;0,1847;0;0;1
100;1;200;2;50;0,0001;0,3833;0,1847;0;0;1
100;1;200;2;50;0,0003;0,3833;0,1847;0;0;1
100;1;200;2;100;0;0,3833;0,1847;0;0;1
100;1;200;2;100;0,0001;0,3833;0,1847;0;0;1
100;1;200;2;100;0,0003;0,3833;0,1847;0;0;1
100;1;200;2;200;0;0,3833;0,1847;0;0;1
100;1;200;2;200;0,0001;0,3833;0,1847;0;0;1
100;1;200;2;200;0,0003;0,3833;0,1847;0;0;1
100;1;200;3;50;0;0,3833;0,1847;0;0;1
100;1;200;3;50;0,0001;0,3833;0,1847;0;0;1
100;1;200;3;50;0,0003;0,3833;0,1847;0;0;1
100;1;200;3;100;0;0,3833;0,1847;0;0;1
100;1;200;3;100;0,0001;0,3833;0,1847;0;0;1
100;1;200;3;100;0,0003;0,3833;0,1847;0;0;1
100;1;200;3;200;0;0,3833;0,1847;0;0;1
100;1;200;3;200;0,0001;0,3833;0,1847;0;0;1
100;1;200;3;200;0,0003;0,3833;0,1847;0;0;1
100;2;50;1;50;0;0,3833;0,1847;0;0;1
100;2;50;1;50;0,0001;0,3833;0,1847;0;0;1
100;2;50;1;50;0,0003;0,3833;0,1847;0;0;1
100;2;50;1;100;0;0,3833;0,1847;0;0;1
100;2;50;1;100;0,0001;0,3833;0,1847;0;0;1
100;2;50;1;100;0,0003;0,3833;0,1847;0;0;1
100;2;50;1;200;0;0,3833;0,1847;0;0;1
100;2;50;1;200;0,0001;0,3833;0,1847;0;0;1
100;2;50;1;200;0,0003;0,3833;0,1847;0;0;1
100;2;50;2;50;0;0,3833;0,1847;0;0;1
100;2;50;2;50;0,0001;0,3833;0,1847;0;0;1
100;2;50;2;50;0,0003;0,3833;0,1847;0;0;1
100;2;50;2;100;0;0,3833;0,1847;0;0;1
100;2;50;2;100;0,0001;0,3833;0,1847;0;0;1
100;2;50;2;100;0,0003;0,3833;0,1847;0;0;1
100;2;50;2;200;0;0,3833;0,1847;0;0;1
100;2;50;2;200;0,0001;0,3833;0,1847;0;0;1
100;2;50;2;200;0,0003;0,3833;0,1847;0;0;1
100;2;50;3;50;0;0,3833;0,1847;0;0;1
100;2;50;3;50;0,0001;0,3833;0,1847;0;0;1
100;2;50;3;50;0,0003;0,3833;0,1847;0;0;1
100;2;50;3;100;0;0,3833;0,1847;0;0;1
100;2;50;3;100;0,0001;0,3833;0,1847;0;0;1
100;2;50;3;100;0,0003;0,3833;0,1847;0;0;1
100;2;50;3;200;0;0,3833;0,1847;0;0;1
100;2;50;3;200;0,0001;0,3833;0,1847;0;0;1
100;2;50;3;200;0,0003;0,3833;0,1847;0;0;1
100;2;100;1;50;0;0,3833;0,1847;0;0;1
100;2;100;1;50;0,0001;0,3833;0,1847;0;0;1
100;2;100;1;50;0,0003;0,3833;0,1847;0;0;1
100;2;100;1;100;0;0,3833;0,1847;0;0;1
100;2;100;1;100;0,0001;0,3833;0,1847;0;0;1
100;2;100;1;100;0,0003;0,3833;0,1847;0;0;1
100;2;100;1;200;0;0,3833;0,1847;0;0;1
100;2;100;1;200;0,0001;0,3833;0,1847;0;0;1
100;2;100;1;200;0,0003;0,3833;0,1847;0;0;1
100;2;100;2;50;0;0,3833;0,1847;0;0;1
100;2;100;2;50;0,0001;0,3833;0,1847;0;0;1
100;2;100;2;50;0,0003;0,3833;0,1847;0;0;1
100;2;100;2;100;0;0,3833;0,1847;0;0;1
100;2;100;2;100;0,0001;0,3833;0,1847;0;0;1
100;2;100;2;100;0,0003;0,3833;0,1847;0;0;1
100;2;100;2;200;0;0,3833;0,1847;0;0;1
100;2;100;2;200;0,0001;0,3833;0,1847;0;0;1
100;2;100;2;200;0,0003;0,3833;0,1847;0;0;1
100;2;100;3;50;0;0,3833;0,1847;0;0;1
100;2;100;3;50;0,0001;0,3833;0,1847;0;0;1
100;2;100;3;50;0,0003;0,3833;0,1847;0;0;1
100;2;100;3;100;0;0,3833;0,1847;0;0;1
100;2;100;3;100;0,0001;0,3833;0,1847;0;0;1
100;2;100;3;100;0,0003;0,3833;0,1847;0;0;1
100;2;100;3;200;0;0,3833;0,1847;0;0;1
100;2;100;3;200;0,0001;0,3833;0,1847;0;0;1
100;2;100;3;200;0,0003;0,3833;0,1847;0;0;1
100;2;200;1;50;0;0,3833;0,1847;0;0;1
100;2;200;1;50;0,0001;0,3833;0,1847;0;0;1
100;2;200;1;50;0,0003;0,3833;0,1847;0;0;1
100;2;200;1;100;0;0,3833;0,1847;0;0;1
100;2;200;1;100;0,0001;0,3833;0,1847;0;0;1
100;2;200;1;100;0,0003;0,3833;0,1847;0;0;1
100;2;200;1;200;0;0,3833;0,1847;0;0;1
100;2;200;1;200;0,0001;0,3833;0,1847;0;0;1
100;2;200;1;200;0,0003;0,3833;0,1847;0;0;1
100;2;200;2;50;0;0,3833;0,1847;0;0;1
100;2;200;2;50;0,0001;0,3833;0,1847;0;0;1
100;2;200;2;50;0,0003;0,3833;0,1847;0;0;1
100;2;200;2;100;0;0,3833;0,1847;0;0;1
100;2;200;2;100;0,0001;0,3833;0,1847;0;0;1
100;2;200;2;100;0,0003;0,3833;0,1847;0;0;1
100;2;200;2;200;0;0,3833;0,1847;0;0;1
100;2;200;2;200;0,0001;0,3833;0,1847;0;0;1
100;2;200;2;200;0,0003;0,3833;0,1847;0;0;1
100;2;200;3;50;0;0,3833;0,1847;0;0;1
100;2;200;3;50;0,0001;0,3833;0,1847;0;0;1
100;2;200;3;50;0,0003;0,3833;0,1847;0;0;1
100;2;200;3;100;0;0,3833;0,1847;0;0;1
100;2;200;3;100;0,0001;0,3833;0,1847;0;0;1
100;2;200;3;100;0,0003;0,3833;0,1847;0;0;1
100;2;200;3;200;0;0,3833;0,1847;0;0;1
100;2;200;3;200;0,0001;0,3833;0,1847;0;0;1
100;2;200;3;200;0,0003;0,3833;0,1847;0;0;1
100;3;50;1;50;0;0,3833;0,1847;0;0;1
100;3;50;1;50;0,0001;0,3833;0,1847;0;0;1
100;3;50;1;50;0,0003;0,3833;0,1847;0;0;1
100;3;50;1;100;0;0,3833;0,1847;0;0;1
100;3;50;1;100;0,0001;0,3833;0,1847;0;0;1
100;3;50;1;100;0,0003;0,3833;0,1847;0;0;1
100;3;50;1;200;0;0,3833;0,1847;0;0;1
100;3;50;1;200;0,0001;0,3833;0,1847;0;0;1
100;3;50;1;200;0,0003;0,3833;0,1847;0;0;1
100;3;50;2;50;0;0,3833;0,1847;0;0;1
100;3;50;2;50;0,0001;0,3833;0,1847;0;0;1
100;3;50;2;50;0,0003;0,3833;0,1847;0;0;1
100;3;50;2;100;0;0,3833;0,1847;0;0;1
100;3;50;2;100;0,0001;0,3833;0,1847;0;0;1
100;3;50;2;100;0,0003;0,3833;0,1847;0;0;1
100;3;50;2;200;0;0,3833;0,1847;0;0;1
100;3;50;2;200;0,0001;0,3833;0,1847;0;0;1
100;3;50;2;200;0,0003;0,3833;0,1847;0;0;1
100;3;50;3;50;0;0,3833;0,1847;0;0;1
100;3;50;3;50;0,0001;0,3833;0,1847;0;0;1
100;3;50;3;50;0,0003;0,3833;0,1847;0;0;1
100;3;50;3;100;0;0,3833;0,1847;0;0;1
100;3;50;3;100;0,0001;0,3833;0,1847;0;0;1
100;3;50;3;100;0,0003;0,3833;0,1847;0;0;1
100;3;50;3;200;0;0,3833;0,1847;0;0;1
100;3;50;3;200;0,0001;0,3833;0,1847;0;0;1
100;3;50;3;200;0,0003;0,3833;0,1847;0;0;1
100;3;100;1;50;0;0,3833;0,1847;0;0;1
100;3;100;1;50;0,0001;0,3833;0,1847;0;0;1
100;3;100;1;50;0,0003;0,3833;0,1847;0;0;1
100;3;100;1;100;0;0,3833;0,1847;0;0;1
100;3;100;1;100;0,0001;0,3833;0,1847;0;0;1
100;3;100;1;100;0,0003;0,3833;0,1847;0;0;1
100;3;100;1;200;0;0,3833;0,1847;0;0;1
100;3;100;1;200;0,0001;0,3833;0,1847;0;0;1
100;3;100;1;200;0,0003;0,3833;0,1847;0;0;1
100;3;100;2;50;0;0,3833;0,1847;0;0;1
100;3;100;2;50;0,0001;0,3833;0,1847;0;0;1
100;3;100;2;50;0,0003;0,3833;0,1847;0;0;1
100;3;100;2;100;0;0,3833;0,1847;0;0;1
100;3;100;2;100;0,0001;0,3833;0,1847;0;0;1
100;3;100;2;100;0,0003;0,3833;0,1847;0;0;1
100;3;100;2;200;0;0,3833;0,1847;0;0;1
100;3;100;2;200;0,0001;0,3833;0,1847;0;0;1
100;3;100;2;200;0,0003;0,3833;0,1847;0;0;1
100;3;100;3;50;0;0,3833;0,1847;0;0;1
100;3;100;3;50;0,0001;0,3833;0,1847;0;0;1
100;3;100;3;50;0,0003;0,3833;0,1847;0;0;1
100;3;100;3;100;0;0,3833;0,1847;0;0;1
100;3;100;3;100;0,0001;0,3833;0,1847;0;0;1
100;3;100;3;100;0,0003;0,3833;0,1847;0;0;1
100;3;100;3;200;0;0,3833;0,1847;0;0;1
100;3;100;3;200;0,0001;0,3833;0,1847;0;0;1
100;3;100;3;200;0,0003;0,3833;0,1847;0;0;1
100;3;200;1;50;0;0,3833;0,1847;0;0;1
100;3;200;1;50;0,0001;0,3833;0,1847;0;0;1
100;3;200;1;50;0,0003;0,3833;0,1847;0;0;1
100;3;200;1;100;0;0,3833;0,1847;0;0;1
100;3;200;1;100;0,0001;0,3833;0,1847;0;0;1
100;3;200;1;100;0,0003;0,3833;0,1847;0;0;1
100;3;200;1;200;0;0,3833;0,1847;0;0;1
100;3;200;1;200;0,0001;0,3833;0,1847;0;0;1
